timestamp,price,market_cap,total_volume,returns,volatility,ma_7,ma_21
2026-06-25 17:00:00,59242.43103115886,1187690953979.1902,47335990191.74346,-0.42170860751890027,2.065881514869939,59998.38686692241,60775.55410415229
2026-06-25 18:00:00,59588.298670235476,1194624900798.31,44636162395.826065,0.5838174312845057,2.105855239178562,59767.39859696694,60713.496014778655
2026-06-25 19:00:00,59411.14649579867,1191074427303.1858,43374918216.20224,-0.2972935599607873,2.1000434830760306,59510.356491898,60635.16559146686
2026-06-25 20:00:00,59220.70806994976,1187258413566.1787,42861683799.352905,-0.32054326011429213,2.0953245924056896,59231.73747094815,60560.382104650926
2026-06-25 21:00:00,59360.991804305704,1190070825800.4912,41190421707.39148,0.23688290621288743,0.8509084498666106,59391.31115886582,60482.83059430732
2026-06-25 22:00:00,60115.13400967625,1205189889849.7417,41307330702.569885,1.2704339709429302,0.6052937196732773,59490.28993734725,60454.33424367516
2026-06-25 23:00:00,59775.39445563701,1198381352099.6172,40990299735.09562,-0.5651481272329062,0.6665229755190807,59530.58636239454,60404.16502577441
2026-06-26 00:00:00,59726.73653480851,1197409796612.7463,41007492811.17548,-0.08140125426460143,0.636456879658803,59599.7728629159,60357.417659664316
2026-06-26 01:00:00,59603.129223707765,1194931700305.597,40908781251.26874,-0.20695473798187924,0.60963258965592,59601.89151341195,60300.53906220376
2026-06-26 02:00:00,59351.98268653229,1189898698088.6387,41085439445.643486,-0.4213646841139007,0.6215776054548802,59593.439540659616,60210.06959363706
2026-06-26 03:00:00,58503.04435977643,1172879037345.3833,41101890760.2917,-1.4303453538183075,0.8223347719157239,59490.916153492,60066.41642098488
2026-06-26 04:00:00,59930.892055442484,1201506510105.922,44321958773.37269,2.440638280095664,1.2921859234211581,59572.33047508296,59985.03364750785
2026-06-26 05:00:00,59836.47735529296,1199613665314.3843,45503887628.97467,-0.15753928718794663,1.193619442710271,59532.522381599636,59890.37716739574
2026-06-26 06:00:00,59869.44283231238,1200274563790.7651,45100241429.98115,0.05509260985347986,1.1727356774803592,59545.95786398183,59807.016456289704
2026-06-26 07:00:00,60238.47869730115,1207676622689.476,46319911365.714455,0.6164010345350857,1.1913658849430138,59619.06388719507,59739.07453901113
2026-06-26 08:00:00,60479.5507255037,1212509697148.5361,47601361349.158005,0.4001960763550194,1.1850009031034447,59744.2669588802,59704.519023086366
2026-06-26 09:00:00,60151.37179099762,1205930280871.214,48021367754.22575,-0.542627930547257,1.1966784351226765,59858.465402375245,59654.087144977624
2026-06-26 10:00:00,59655.70113012068,1195996287802.5154,48122715900.254036,-0.8240388309001534,1.0749806173994647,60023.13065528157,59581.92809324056
2026-06-26 11:00:00,59234.76809329271,1187557289686.2817,48210848964.48359,-0.705604039268326,0.5549349769009538,59923.68437497446,59629.108669641086
2026-06-26 12:00:00,59325.75898428485,1189382986874.9973,48618446589.0655,0.15361061403806886,0.5679819281901938,59850.72460768758,59624.51230887815
2026-06-26 13:00:00,59130.16690792026,1185461690426.7341,49064565676.39019,-0.3296916545414863,0.5667180949891344,59745.113761345856,59607.21932924073
2026-06-26 14:00:00,60085.472995967255,1204613991683.9702,46390532429.80447,1.615598497353532,0.8530576584633129,59723.255804012435,59647.3641847078
2026-06-26 15:00:00,59550.043672371445,1193879522558.5513,42976783603.73169,-0.8911127713544742,0.8828134130044794,59590.469082136406,59645.54251814286
2026-06-26 16:00:00,60243.75851937369,1207792233418.7405,42685060278.00224,1.1649275201524256,1.0054589509998757,59603.667186190134,59685.190709741655
2026-06-26 17:00:00,59975.35749821483,1202413135961.1575,41847960643.54339,-0.4455250265843702,0.9613190438770339,59649.33238163214,59721.1263968019
2026-06-26 18:00:00,59961.9816626125,1202147009857.1252,41464484602.6357,-0.022302219045089444,0.9010149414652217,59753.22003439212,59749.744961483186
